clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
801783108,Existing Customer,46,Male,3,College,Married,$120k +,Blue,40,6,3,3,1438.30,0.00,1438.30,0.68,4833.00,69.00,0.77,0.00
767958933,Existing Customer,40,Male,4,College,Married,$40k - $60k,Silver,34,3,2,1,15471.00,1291.00,14180.00,0.65,3993.00,77.00,0.67,0.08
712323183,Existing Customer,38,Male,3,Unknown,Married,$80k - $120k,Blue,22,2,2,1,3224.00,0.00,3224.00,0.76,3738.00,63.00,0.66,0.00
715515333,Existing Customer,51,Male,3,Graduate,Married,$120k +,Blue,42,2,1,3,7932.00,2140.00,5792.00,0.55,4024.00,92.00,0.61,0.27
767388783,Existing Customer,43,Male,3,High School,Married,$60k - $80k,Blue,36,3,3,1,9560.00,0.00,9560.00,0.80,4601.00,66.00,0.57,0.00
721001883,Existing Customer,41,Male,3,Uneducated,Married,$60k - $80k,Blue,30,3,1,2,1950.00,1618.00,332.00,0.75,3357.00,47.00,0.88,0.83
711909933,Existing Customer,54,Male,4,Unknown,Married,$80k - $120k,Blue,42,3,3,1,1621.00,618.00,1003.00,0.85,4815.00,83.00,1.02,0.38
721525758,Existing Customer,45,Male,5,Doctorate,Married,$80k - $120k,Blue,35,2,2,2,2226.00,1229.00,997.00,0.78,4928.00,77.00,0.64,0.55
716694108,Attrited Customer,42,Male,4,Uneducated,Married,$120k +,Blue,34,2,3,3,5195.00,468.00,4727.00,0.57,2682.00,48.00,0.23,0.09
716754783,Attrited Customer,43,Male,4,High School,Married,$120k +,Blue,30,3,2,3,17228.00,1331.00,15897.00,0.52,2229.00,44.00,0.38,0.08
719025333,Existing Customer,48,Male,2,Post-Graduate,Married,$40k - $60k,Blue,42,3,2,0,1898.00,0.00,1898.00,0.84,3513.00,59.00,0.69,0.00
818729208,Existing Customer,52,Male,3,Graduate,Married,$60k - $80k,Blue,47,3,3,3,8185.00,941.00,7244.00,0.87,4525.00,77.00,0.60,0.12
807604233,Existing Customer,54,Male,3,Graduate,Married,$80k - $120k,Blue,49,2,3,3,11114.00,2482.00,8632.00,1.08,5044.00,81.00,0.69,0.22
771735933,Existing Customer,48,Male,2,High School,Married,$80k - $120k,Blue,36,2,1,1,10761.00,1722.00,9039.00,0.70,4731.00,82.00,0.78,0.16
711287733,Existing Customer,45,Male,4,Unknown,Married,$40k - $60k,Blue,36,3,2,1,4721.00,1289.00,3432.00,0.66,3856.00,74.00,0.76,0.27
713456583,Existing Customer,45,Male,2,High School,Married,$80k - $120k,Silver,37,3,2,2,34516.00,1495.00,33021.00,0.52,3247.00,70.00,0.71,0.04
718755483,Existing Customer,44,Male,2,High School,Married,$60k - $80k,Blue,36,3,2,1,7317.00,959.00,6358.00,0.65,5082.00,86.00,0.69,0.13
772111083,Existing Customer,50,Male,1,High School,Married,$80k - $120k,Blue,39,3,3,2,5384.00,1396.00,3988.00,0.76,4338.00,75.00,0.83,0.26
719163108,Existing Customer,44,Male,3,Graduate,Married,$120k +,Blue,31,2,2,3,3977.00,1325.00,2652.00,0.77,4076.00,62.00,0.63,0.33
827953683,Existing Customer,41,Male,2,Graduate,Married,$60k - $80k,Blue,37,1,2,1,3786.00,1171.00,2615.00,0.70,5369.00,75.00,0.60,0.31
716067333,Existing Customer,61,Male,0,Graduate,Married,Unknown,Blue,36,2,3,3,6959.00,945.00,6014.00,0.82,4553.00,84.00,0.71,0.14
711589758,Existing Customer,42,Male,5,High School,Married,$60k - $80k,Blue,32,1,2,2,4162.00,1641.00,2521.00,0.72,3967.00,75.00,0.92,0.39
714998508,Existing Customer,53,Male,3,Uneducated,Married,$120k +,Blue,36,2,2,0,3742.00,1454.00,2288.00,0.89,5326.00,62.00,0.68,0.39
717385083,Existing Customer,46,Male,3,High School,Married,$120k +,Blue,35,2,2,3,4916.00,1122.00,3794.00,0.66,4813.00,87.00,0.71,0.23
714600258,Existing Customer,45,Male,2,Post-Graduate,Married,$60k - $80k,Blue,36,1,2,2,5945.00,2015.00,3930.00,0.82,3645.00,70.00,1.00,0.34
708307533,Existing Customer,42,Male,2,Uneducated,Married,$60k - $80k,Blue,30,1,2,3,3086.00,0.00,3086.00,0.81,4129.00,81.00,0.88,0.00
788719533,Existing Customer,53,Male,4,Post-Graduate,Married,$80k - $120k,Blue,34,1,2,3,13679.00,0.00,13679.00,0.91,4060.00,61.00,1.35,0.00
720236433,Existing Customer,41,Male,4,College,Married,$80k - $120k,Blue,22,1,2,3,5037.00,1670.00,3367.00,0.79,4379.00,67.00,0.81,0.33
719843958,Existing Customer,46,Male,2,Graduate,Married,$120k +,Blue,34,2,3,3,1754.00,894.00,860.00,0.69,4874.00,79.00,0.84,0.51
714930333,Attrited Customer,39,Male,3,College,Married,$80k - $120k,Blue,30,2,3,3,4618.00,0.00,4618.00,0.72,2476.00,49.00,0.75,0.00
771907158,Existing Customer,54,Male,5,Unknown,Married,$120k +,Blue,42,1,1,3,3731.00,1903.00,1828.00,0.92,4667.00,88.00,0.73,0.51
709520058,Attrited Customer,53,Male,5,Uneducated,Married,$120k +,Blue,38,4,2,2,19138.00,0.00,19138.00,0.48,2028.00,43.00,0.30,0.00
717722958,Existing Customer,43,Male,3,Uneducated,Married,$80k - $120k,Blue,36,1,3,2,4654.00,1349.00,3305.00,0.81,4277.00,71.00,0.69,0.29
712279683,Attrited Customer,44,Male,3,Graduate,Married,$60k - $80k,Blue,36,2,3,3,9114.00,0.00,9114.00,0.65,2740.00,52.00,0.63,0.00
708959583,Existing Customer,47,Male,2,High School,Married,$60k - $80k,Blue,39,1,2,2,9389.00,727.00,8662.00,0.53,3415.00,84.00,0.56,0.08
712510833,Existing Customer,44,Male,3,College,Married,$40k - $60k,Blue,30,2,3,3,9317.00,847.00,8470.00,0.77,4121.00,81.00,0.72,0.09
794227308,Existing Customer,56,Male,2,College,Married,$80k - $120k,Blue,50,1,1,3,10214.00,1433.00,8781.00,0.64,4493.00,79.00,0.88,0.14
720599658,Existing Customer,49,Male,1,Unknown,Married,$40k - $60k,Blue,36,2,2,1,1438.30,0.00,1438.30,0.57,5104.00,75.00,0.63,0.00
710838108,Existing Customer,45,Male,2,Graduate,Married,$80k - $120k,Blue,36,1,4,1,3081.00,2517.00,564.00,0.57,4317.00,72.00,0.71,0.82
716165508,Existing Customer,51,Male,2,Uneducated,Married,$60k - $80k,Blue,40,2,1,1,3559.00,0.00,3559.00,0.59,4498.00,94.00,0.65,0.00
772661808,Existing Customer,56,Male,3,Graduate,Married,$120k +,Blue,46,2,1,2,7234.00,2055.00,5179.00,0.70,5051.00,83.00,0.66,0.28
787339158,Attrited Customer,56,Male,1,Graduate,Married,$80k - $120k,Blue,50,3,6,3,8688.00,0.00,8688.00,0.43,2361.00,41.00,0.46,0.00
714987633,Existing Customer,42,Male,3,Graduate,Married,$60k - $80k,Blue,36,2,2,3,4953.00,2039.00,2914.00,0.68,4026.00,53.00,0.83,0.41
779998083,Existing Customer,33,Male,3,High School,Married,$40k - $60k,Blue,23,1,2,3,6392.00,1429.00,4963.00,0.68,4069.00,66.00,0.74,0.22
717853233,Existing Customer,41,Male,2,College,Married,$80k - $120k,Blue,31,1,1,3,3306.00,706.00,2600.00,0.81,4772.00,76.00,0.90,0.21
794576058,Existing Customer,42,Male,3,Graduate,Married,$80k - $120k,Blue,26,1,2,3,8480.00,1339.00,7141.00,0.67,4070.00,76.00,0.49,0.16
714139308,Existing Customer,53,Male,3,Uneducated,Married,$60k - $80k,Blue,42,2,5,1,1438.30,0.00,1438.30,0.90,4722.00,81.00,0.84,0.00
719925483,Existing Customer,46,Male,4,Graduate,Married,$80k - $120k,Blue,36,2,1,1,2171.00,1043.00,1128.00,0.70,4531.00,88.00,0.83,0.48
814181433,Existing Customer,46,Male,5,College,Married,$40k - $60k,Blue,41,1,3,2,3914.00,1683.00,2231.00,0.64,4242.00,64.00,0.73,0.43
710662158,Existing Customer,41,Male,4,Unknown,Married,$120k +,Blue,34,1,3,3,34516.00,2517.00,31999.00,0.43,2051.00,41.00,1.05,0.07
716279508,Attrited Customer,48,Male,3,College,Married,$80k - $120k,Blue,41,2,3,3,3430.00,2517.00,913.00,0.87,2639.00,46.00,0.64,0.73
711382458,Attrited Customer,43,Male,5,Graduate,Married,$60k - $80k,Blue,38,2,3,5,1438.30,0.00,1438.30,0.71,2389.00,49.00,0.36,0.00
713605908,Existing Customer,49,Male,3,Graduate,Married,$120k +,Blue,37,1,1,1,34516.00,1316.00,33200.00,0.57,3863.00,69.00,0.64,0.04
711598533,Existing Customer,43,Male,1,High School,Married,$60k - $80k,Blue,36,1,2,3,4255.00,1729.00,2526.00,0.55,3607.00,75.00,0.47,0.41
785237958,Attrited Customer,45,Male,5,College,Married,$60k - $80k,Blue,39,2,3,3,3439.00,0.00,3439.00,0.83,2661.00,35.00,0.30,0.00
780942633,Existing Customer,49,Male,4,High School,Married,Unknown,Blue,32,2,1,3,3519.00,1336.00,2183.00,0.51,3552.00,68.00,0.62,0.38
717823383,Existing Customer,56,Male,4,Unknown,Married,$60k - $80k,Blue,47,1,1,3,3426.00,1841.00,1585.00,0.73,4268.00,81.00,0.80,0.54
710110683,Existing Customer,52,Male,2,College,Married,$60k - $80k,Blue,36,1,1,3,7879.00,1007.00,6872.00,0.73,4844.00,83.00,0.98,0.13
714943233,Existing Customer,49,Male,2,Doctorate,Married,$40k - $60k,Blue,31,2,2,2,1915.00,1545.00,370.00,0.78,3911.00,80.00,0.78,0.81
787467858,Existing Customer,43,Male,1,High School,Married,$80k - $120k,Silver,30,1,1,3,34516.00,2045.00,32471.00,0.59,4081.00,54.00,0.42,0.06
708671733,Existing Customer,48,Male,4,Graduate,Married,$60k - $80k,Blue,36,2,3,3,2072.00,1499.00,573.00,0.60,4091.00,71.00,0.65,0.72
709790058,Existing Customer,53,Male,4,Graduate,Married,$120k +,Blue,40,1,1,3,6383.00,1512.00,4871.00,0.56,4985.00,87.00,0.78,0.24
757722708,Existing Customer,42,Male,3,College,Married,$60k - $80k,Blue,35,1,3,1,1438.30,0.00,1438.30,0.89,4246.00,83.00,0.80,0.00
718086783,Existing Customer,50,Male,5,Uneducated,Married,$120k +,Blue,36,2,2,1,13478.00,0.00,13478.00,0.93,4738.00,56.00,0.87,0.00
711873858,Existing Customer,43,Male,3,High School,Married,$60k - $80k,Blue,35,2,3,2,3717.00,1882.00,1835.00,0.80,4667.00,91.00,0.82,0.51
710566533,Existing Customer,40,Male,1,Unknown,Married,$60k - $80k,Blue,27,1,3,3,2276.00,1372.00,904.00,0.56,4159.00,67.00,0.72,0.60
766673433,Existing Customer,45,Male,4,Unknown,Married,$80k - $120k,Blue,38,2,3,3,3798.00,1570.00,2228.00,0.92,4512.00,80.00,0.78,0.41
799242033,Existing Customer,45,Male,4,Doctorate,Married,$80k - $120k,Blue,39,2,3,2,1438.30,1162.00,276.30,0.54,4598.00,86.00,0.62,0.81
710371683,Existing Customer,51,Male,4,Doctorate,Married,$60k - $80k,Blue,36,2,1,2,3451.00,2006.00,1445.00,0.56,4097.00,67.00,0.76,0.58
772837083,Existing Customer,41,Male,3,Graduate,Married,$120k +,Blue,32,2,3,1,27169.00,0.00,27169.00,0.78,3906.00,87.00,0.98,0.00
789588933,Existing Customer,44,Male,2,Graduate,Married,$60k - $80k,Blue,37,1,1,1,1787.00,0.00,1787.00,0.61,3912.00,79.00,0.98,0.00
714317058,Existing Customer,52,Male,2,Graduate,Married,$60k - $80k,Blue,36,2,3,1,4752.00,2437.00,2315.00,0.60,3946.00,63.00,0.75,0.51
710971908,Existing Customer,43,Male,1,High School,Married,$60k - $80k,Blue,31,2,3,3,3764.00,1780.00,1984.00,0.79,4898.00,80.00,0.67,0.47
711492258,Existing Customer,50,Male,2,Graduate,Married,$60k - $80k,Blue,45,2,1,0,2021.00,1578.00,443.00,0.76,5298.00,71.00,0.92,0.78
716839983,Existing Customer,48,Male,3,College,Married,$120k +,Blue,36,2,3,2,32777.00,0.00,32777.00,0.67,4520.00,75.00,0.92,0.00
781073733,Existing Customer,50,Male,2,Graduate,Married,$120k +,Blue,41,1,3,3,4607.00,0.00,4607.00,0.90,4793.00,88.00,0.63,0.00
716171358,Existing Customer,51,Male,4,College,Married,$40k - $60k,Blue,36,2,3,1,4436.00,2222.00,2214.00,0.73,4460.00,85.00,0.77,0.50
714741933,Existing Customer,42,Male,4,Unknown,Married,$60k - $80k,Blue,32,1,1,2,9906.00,1759.00,8147.00,0.79,4033.00,76.00,1.00,0.18
721041483,Attrited Customer,45,Male,4,Doctorate,Married,$60k - $80k,Blue,37,1,2,2,13093.00,2517.00,10576.00,0.43,2032.00,39.00,0.44,0.19
710401458,Existing Customer,53,Male,3,Unknown,Married,$80k - $120k,Blue,40,2,2,3,16747.00,0.00,16747.00,0.80,4350.00,76.00,0.77,0.00
759947433,Existing Customer,53,Male,3,Graduate,Married,$120k +,Blue,46,1,2,2,13670.00,0.00,13670.00,0.82,4812.00,81.00,0.65,0.00
781926633,Existing Customer,48,Male,2,Uneducated,Married,$40k - $60k,Blue,42,1,3,3,3202.00,2517.00,685.00,0.60,4675.00,88.00,0.69,0.79
816826008,Existing Customer,41,Male,4,Unknown,Married,Less Than $40k,Blue,36,1,1,2,1950.00,998.00,952.00,0.62,4630.00,84.00,0.71,0.51
720150858,Attrited Customer,34,Male,2,High School,Married,$80k - $120k,Blue,25,6,2,0,1439.00,0.00,1439.00,0.89,2932.00,44.00,0.91,0.00
778143183,Existing Customer,47,Male,1,Graduate,Married,$60k - $80k,Blue,40,2,2,3,11773.00,0.00,11773.00,0.75,5098.00,58.00,1.07,0.00
717742908,Existing Customer,44,Male,3,Unknown,Married,$40k - $60k,Blue,36,1,1,1,12967.00,2517.00,10450.00,0.79,4520.00,74.00,0.76,0.19
720299283,Existing Customer,46,Male,3,Uneducated,Married,$60k - $80k,Blue,33,2,2,1,12745.00,0.00,12745.00,0.54,4380.00,80.00,0.74,0.00
823629333,Existing Customer,42,Male,4,Uneducated,Married,$40k - $60k,Blue,38,1,4,1,2444.00,0.00,2444.00,0.79,4220.00,50.00,1.17,0.00
709678608,Existing Customer,49,Male,4,High School,Married,$80k - $120k,Blue,36,2,3,3,24256.00,1076.00,23180.00,0.57,4269.00,69.00,0.64,0.04
780230208,Existing Customer,53,Male,2,College,Married,$40k - $60k,Blue,40,2,3,0,2672.00,1604.00,1068.00,0.62,4766.00,75.00,1.08,0.60
827703258,Existing Customer,42,Male,4,High School,Married,$60k - $80k,Blue,38,2,2,2,13426.00,0.00,13426.00,0.72,4674.00,66.00,0.89,0.00
711178383,Existing Customer,47,Male,2,Post-Graduate,Married,$80k - $120k,Blue,35,1,3,1,30300.00,1166.00,29134.00,0.72,4146.00,64.00,0.88,0.04
712203333,Existing Customer,51,Male,3,Graduate,Married,$80k - $120k,Blue,39,1,2,1,7088.00,1750.00,5338.00,0.62,4691.00,76.00,0.73,0.25
711560058,Existing Customer,49,Male,1,High School,Married,$60k - $80k,Blue,36,2,3,2,2465.00,1334.00,1131.00,0.95,4806.00,83.00,0.77,0.54
779141658,Existing Customer,48,Male,4,Graduate,Married,$80k - $120k,Blue,33,1,3,2,4963.00,2115.00,2848.00,0.77,4989.00,78.00,0.70,0.43
813810333,Attrited Customer,50,Male,3,Post-Graduate,Married,$60k - $80k,Blue,45,6,4,3,2049.00,0.00,2049.00,0.97,2703.00,54.00,1.00,0.00
811889808,Existing Customer,43,Male,3,Graduate,Married,$80k - $120k,Blue,38,3,5,1,23459.00,2305.00,21154.00,0.64,7279.00,83.00,0.63,0.10
715091208,Existing Customer,42,Male,3,High School,Married,$80k - $120k,Blue,36,2,3,3,18177.00,841.00,17336.00,0.89,8512.00,94.00,0.68,0.05
713487633,Existing Customer,44,Male,3,Post-Graduate,Married,$80k - $120k,Blue,32,3,4,2,34516.00,1807.00,32709.00,0.67,7663.00,91.00,0.66,0.05
789363408,Existing Customer,44,Male,3,High School,Married,$120k +,Silver,34,3,1,2,34516.00,2517.00,31999.00,0.81,7427.00,83.00,0.57,0.07
717756258,Existing Customer,49,Male,2,Unknown,Married,$120k +,Blue,38,3,6,3,16494.00,1158.00,15336.00,0.69,7761.00,84.00,0.65,0.07
712879158,Existing Customer,49,Male,1,High School,Married,$60k - $80k,Gold,36,2,2,3,6224.00,2201.00,4023.00,0.83,7693.00,70.00,0.63,0.35
711856683,Existing Customer,51,Male,3,Post-Graduate,Married,$40k - $60k,Blue,36,2,3,3,1590.00,1273.00,317.00,0.64,7352.00,80.00,0.82,0.80
718712583,Existing Customer,44,Male,2,Uneducated,Married,$80k - $120k,Blue,33,3,1,1,34496.00,1665.00,32831.00,0.88,8092.00,80.00,0.67,0.05
709895508,Existing Customer,42,Male,3,Graduate,Married,Less Than $40k,Blue,36,2,2,1,6153.00,974.00,5179.00,0.70,7434.00,92.00,0.59,0.16
718320933,Existing Customer,47,Male,3,Uneducated,Married,$60k - $80k,Blue,36,2,3,1,11919.00,2347.00,9572.00,0.84,8257.00,96.00,0.57,0.20
708474333,Existing Customer,42,Male,3,Graduate,Married,$60k - $80k,Blue,29,3,3,1,12294.00,2517.00,9777.00,0.78,7906.00,87.00,0.61,0.21
711410958,Existing Customer,40,Male,3,High School,Married,$60k - $80k,Blue,28,2,2,3,13452.00,2517.00,10935.00,0.78,7582.00,69.00,0.92,0.19
710061783,Attrited Customer,49,Male,1,Graduate,Married,$40k - $60k,Blue,40,6,1,4,14973.00,0.00,14973.00,0.90,4517.00,59.00,0.44,0.00
715851333,Existing Customer,42,Male,4,High School,Married,$60k - $80k,Blue,27,2,3,2,13804.00,1903.00,11901.00,0.72,7376.00,97.00,0.54,0.14
719625933,Existing Customer,41,Male,3,Graduate,Married,$120k +,Blue,36,2,2,1,5807.00,1143.00,4664.00,0.79,8000.00,96.00,0.41,0.20
714304458,Existing Customer,44,Male,3,High School,Married,$60k - $80k,Blue,36,2,2,1,3605.00,0.00,3605.00,0.59,6800.00,78.00,0.81,0.00
720712533,Existing Customer,51,Male,3,Graduate,Married,$80k - $120k,Gold,36,2,1,3,34516.00,761.00,33755.00,0.72,7499.00,88.00,0.57,0.02
709861008,Existing Customer,47,Male,4,Post-Graduate,Married,$80k - $120k,Blue,30,3,3,1,27720.00,2414.00,25306.00,0.75,8520.00,89.00,0.59,0.09
780707733,Existing Customer,41,Male,1,Graduate,Married,$80k - $120k,Blue,30,3,3,2,34516.00,2109.00,32407.00,0.70,6832.00,87.00,0.71,0.06
778742358,Existing Customer,44,Male,4,Graduate,Married,$60k - $80k,Blue,24,2,2,2,4752.00,0.00,4752.00,0.68,7517.00,76.00,0.62,0.00
718893333,Existing Customer,52,Male,3,Graduate,Married,$60k - $80k,Blue,36,3,3,2,18336.00,2077.00,16259.00,0.72,7509.00,84.00,0.65,0.11
718567758,Existing Customer,41,Male,1,College,Married,$40k - $60k,Blue,32,3,4,2,10682.00,1334.00,9348.00,0.70,7332.00,92.00,0.61,0.13
713428833,Existing Customer,42,Male,3,Unknown,Married,$80k - $120k,Blue,32,2,1,3,7537.00,1239.00,6298.00,0.85,7613.00,90.00,0.58,0.16
789681708,Existing Customer,46,Male,3,Uneducated,Married,$60k - $80k,Gold,33,3,1,3,34516.00,713.00,33803.00,0.77,7750.00,82.00,0.61,0.02
715170183,Existing Customer,45,Male,2,Graduate,Married,$40k - $60k,Blue,36,2,1,3,3735.00,2113.00,1622.00,0.68,7059.00,82.00,0.58,0.57
712788258,Existing Customer,48,Male,3,College,Married,$40k - $60k,Blue,34,2,2,1,1913.00,1405.00,508.00,0.70,7265.00,80.00,0.91,0.73
709235058,Existing Customer,46,Male,4,College,Married,$40k - $60k,Silver,36,3,2,2,18956.00,1694.00,17262.00,0.70,8032.00,88.00,0.66,0.09
719787633,Existing Customer,47,Male,0,Graduate,Married,$80k - $120k,Silver,36,3,2,1,34516.00,1913.00,32603.00,0.84,7535.00,92.00,0.67,0.06
717682233,Existing Customer,49,Male,4,Uneducated,Married,$60k - $80k,Blue,36,1,2,2,6139.00,1585.00,4554.00,0.71,7906.00,80.00,0.63,0.26
771772083,Existing Customer,48,Male,4,Graduate,Married,$60k - $80k,Blue,37,2,1,1,13197.00,0.00,13197.00,0.68,8424.00,84.00,0.79,0.00
709372608,Existing Customer,43,Male,4,Uneducated,Married,$60k - $80k,Blue,31,1,1,2,23457.00,2517.00,20940.00,0.68,7370.00,96.00,0.63,0.11
719784708,Existing Customer,49,Male,0,Unknown,Married,$80k - $120k,Blue,36,1,2,1,26882.00,1673.00,25209.00,0.69,7409.00,89.00,0.53,0.06
789556533,Existing Customer,52,Male,4,Graduate,Married,$80k - $120k,Blue,45,2,2,3,23070.00,1701.00,21369.00,0.85,8070.00,81.00,0.69,0.07
758211483,Existing Customer,45,Male,5,Unknown,Married,$60k - $80k,Blue,38,1,2,3,6895.00,2314.00,4581.00,0.84,8778.00,85.00,0.60,0.34
801380808,Attrited Customer,44,Male,2,Doctorate,Married,$80k - $120k,Blue,38,1,2,1,25894.00,2517.00,23377.00,1.05,4847.00,49.00,0.82,0.10
721495458,Existing Customer,44,Male,3,Graduate,Married,$60k - $80k,Blue,32,2,1,1,20001.00,0.00,20001.00,0.74,8094.00,96.00,0.60,0.00
786097158,Existing Customer,48,Male,2,High School,Married,$40k - $60k,Blue,42,2,3,2,8786.00,1559.00,7227.00,0.91,8575.00,92.00,0.74,0.18
715599633,Existing Customer,51,Male,1,College,Married,$80k - $120k,Silver,38,2,3,2,34516.00,0.00,34516.00,0.68,7686.00,89.00,0.62,0.00
818767458,Existing Customer,41,Male,3,Graduate,Married,$120k +,Blue,36,2,3,2,6565.00,1130.00,5435.00,0.82,7729.00,97.00,0.64,0.17
711963183,Existing Customer,50,Male,3,Uneducated,Married,Less Than $40k,Blue,36,2,3,3,5128.00,0.00,5128.00,0.70,7588.00,98.00,0.58,0.00
772404633,Existing Customer,49,Male,2,Graduate,Married,$80k - $120k,Silver,39,1,1,2,34516.00,1118.00,33398.00,0.67,7734.00,74.00,0.61,0.03
713302758,Existing Customer,49,Male,2,Graduate,Married,$120k +,Blue,40,2,4,1,14646.00,1448.00,13198.00,0.90,8160.00,92.00,0.59,0.10
717859233,Existing Customer,41,Male,5,Graduate,Married,$80k - $120k,Blue,37,1,3,2,12578.00,2517.00,10061.00,0.88,8362.00,82.00,0.64,0.20
713197308,Existing Customer,42,Male,4,Graduate,Married,$60k - $80k,Silver,33,1,2,1,6224.00,0.00,6224.00,0.63,7612.00,82.00,0.78,0.00
710357208,Existing Customer,49,Male,4,Uneducated,Married,$80k - $120k,Blue,39,2,3,2,8561.00,915.00,7646.00,0.64,7341.00,79.00,0.49,0.11
709893858,Attrited Customer,43,Male,3,Post-Graduate,Married,$40k - $60k,Blue,36,6,2,2,9422.00,2108.00,7314.00,0.89,4633.00,58.00,0.61,0.22
711854808,Attrited Customer,41,Male,3,High School,Married,$120k +,Blue,32,2,2,1,34516.00,0.00,34516.00,0.97,4734.00,57.00,0.54,0.00
822125283,Existing Customer,49,Male,3,Uneducated,Married,$80k - $120k,Blue,45,2,1,1,4778.00,1351.00,3427.00,0.79,7590.00,74.00,0.68,0.28
715839708,Existing Customer,51,Male,1,Graduate,Married,$120k +,Blue,39,2,3,2,34516.00,2452.00,32064.00,0.71,7111.00,82.00,0.61,0.07
708968733,Existing Customer,47,Male,3,Uneducated,Married,$80k - $120k,Blue,38,1,3,2,31987.00,0.00,31987.00,0.81,7926.00,83.00,0.54,0.00
780064983,Existing Customer,44,Male,1,Graduate,Married,$80k - $120k,Gold,29,2,1,3,34516.00,942.00,33574.00,0.75,7665.00,86.00,0.59,0.03
720412308,Existing Customer,40,Male,4,Unknown,Married,$80k - $120k,Blue,36,2,1,1,34516.00,2330.00,32186.00,0.69,7635.00,75.00,0.67,0.07
719178183,Existing Customer,50,Male,2,Graduate,Married,$80k - $120k,Silver,42,2,3,3,34516.00,2517.00,31999.00,0.76,8186.00,85.00,0.64,0.07
773988708,Existing Customer,52,Male,2,Uneducated,Married,$120k +,Silver,43,1,2,2,34516.00,1588.00,32928.00,0.75,7512.00,81.00,0.69,0.05
718304583,Attrited Customer,43,Male,2,Unknown,Married,$60k - $80k,Gold,33,1,3,2,34516.00,1085.00,33431.00,1.05,4805.00,54.00,0.59,0.03
720198183,Existing Customer,42,Male,5,College,Married,$40k - $60k,Blue,27,1,3,1,2437.00,1718.00,719.00,0.61,8028.00,77.00,0.54,0.71
709434408,Existing Customer,42,Male,3,Unknown,Married,$40k - $60k,Blue,26,2,1,2,5848.00,1481.00,4367.00,0.71,8417.00,95.00,0.46,0.25
778716783,Existing Customer,50,Male,2,Unknown,Married,$60k - $80k,Blue,32,1,2,1,11552.00,1970.00,9582.00,0.71,7180.00,96.00,0.55,0.17
712447758,Existing Customer,46,Male,2,Graduate,Married,$80k - $120k,Blue,39,2,2,3,11901.00,2517.00,9384.00,0.78,7998.00,82.00,0.61,0.21
721227258,Existing Customer,51,Male,1,Post-Graduate,Married,$120k +,Silver,31,2,5,2,34516.00,1991.00,32525.00,0.72,7520.00,79.00,0.68,0.06
717600483,Existing Customer,50,Male,2,Unknown,Married,$60k - $80k,Blue,43,2,2,1,23223.00,628.00,22595.00,0.84,7358.00,87.00,0.64,0.03
778865583,Existing Customer,46,Male,3,Graduate,Married,Less Than $40k,Blue,27,1,2,2,6954.00,1502.00,5452.00,0.62,7510.00,89.00,0.65,0.22
716350008,Existing Customer,52,Male,1,Uneducated,Married,$40k - $60k,Blue,36,2,2,3,2937.00,1633.00,1304.00,0.86,8235.00,102.00,0.52,0.56
719121708,Existing Customer,41,Male,2,Graduate,Married,$60k - $80k,Silver,31,2,3,3,31497.00,2192.00,29305.00,0.87,7685.00,92.00,0.53,0.07
714342033,Attrited Customer,52,Male,1,High School,Married,$120k +,Blue,34,2,3,1,34516.00,0.00,34516.00,1.04,4863.00,56.00,0.47,0.00
788943333,Attrited Customer,51,Male,3,Post-Graduate,Married,$80k - $120k,Silver,37,6,2,2,34516.00,989.00,33527.00,1.02,4810.00,55.00,0.34,0.03
714077583,Attrited Customer,43,Male,3,Post-Graduate,Married,$40k - $60k,Platinum,31,2,3,4,23981.00,593.00,23388.00,0.99,4758.00,65.00,0.51,0.03
716725008,Existing Customer,49,Male,4,High School,Married,$80k - $120k,Blue,40,2,3,2,7667.00,2191.00,5476.00,0.68,7886.00,94.00,0.68,0.29
719157933,Existing Customer,51,Male,2,Uneducated,Married,$120k +,Blue,40,1,3,1,10984.00,1429.00,9555.00,0.75,7850.00,85.00,0.64,0.13
716704158,Existing Customer,50,Male,1,Doctorate,Married,$120k +,Blue,39,2,3,2,34516.00,2517.00,31999.00,0.78,8087.00,86.00,0.51,0.07
827904183,Existing Customer,40,Male,4,Uneducated,Married,$120k +,Blue,36,2,2,2,17606.00,1377.00,16229.00,0.86,8104.00,83.00,0.63,0.08
820394733,Existing Customer,52,Male,0,College,Married,$120k +,Gold,47,2,1,1,34516.00,1464.00,33052.00,0.69,7690.00,87.00,0.67,0.04
717471933,Existing Customer,45,Male,2,Unknown,Married,$40k - $60k,Blue,27,2,2,3,5800.00,1434.00,4366.00,0.72,8202.00,89.00,0.68,0.25
788916933,Existing Customer,49,Male,5,College,Married,$60k - $80k,Gold,35,1,2,2,34516.00,1064.00,33452.00,0.80,8095.00,81.00,0.62,0.03
712191783,Existing Customer,49,Male,4,High School,Married,$120k +,Gold,36,1,1,1,34516.00,1634.00,32882.00,0.77,7788.00,94.00,0.47,0.05
